BOTCHAN (MASTER DARLING)	坊っちゃん
Put how many dozens of Red Shirt you like together, it will not make one husband of stuff to beat Hubbard Squash.	赤シャツが何ダース寄ったって、これほど立派な旦那様（だんなさま）が出来るもんか。
"Is anything wrong with you?	「あなたはどっか悪いんじゃありませんか。
You look quite fatigued,"	大分たいぎそうに見えますが……」
"No, I have no particular ailments......."	「いえ、別段これという持病もないですが……」
"That's good.	「そりゃ結構です。
Poor health is the worst thing one can get."	からだが悪いと人間も駄目ですね」
"You appear very strong."	「あなたは大分ご丈夫（じょうぶ）のようですな」
"Yes, I'm thin, but never got sick.	「ええ瘠（や）せても病気はしません。
That's something I don't like."	病気なんてものあ大嫌いですから」
Hubbard Squash smiled at my words.	うらなり君は、おれの言葉を聞いてにやにやと笑った。
Just then I heard some young girlish laughs at the entrance, and incidentally looking that way, I saw a "peach."	ところへ入口で若々しい女の笑声が聞（きこ）えたから、何心なく振（ふ）り返ってみるとえらい奴が来た。
A beautiful girl, tall, white-skinned, with her head done up in "high-collared" style, was standing with a woman of about forty-five or six, in front of the ticket window.	色の白い、ハイカラ頭の、背の高い美人と、四十五六の奥さんとが並（なら）んで切符（きっぷ）を売る窓の前に立っている。
I am not a fellow given to describing a belle, but there was no need to repeat asserting that she was beautiful.	おれは美人の形容などが出来る男でないから何にも云えないが全く美人に相違ない。
I felt as if I had warmed a crystal ball with perfume and held it in my hand.	何だか水晶（すいしょう）の珠（たま）を香水（こうすい）で暖（あっ）ためて、掌（てのひら）へ握（にぎ）ってみたような心持ちがした。
The older woman was shorter,	年寄の方が背は低い。
but as she resembled the younger, they might be mother and daughter.	しかし顔はよく似ているから親子だろう。
The moment I saw them, I forgot all about Hubbard Squash, and was intently gazing at the young beauty.	おれは、や、来たなと思う途端（とたん）に、うらなり君の事は全然（すっかり）忘れて、若い女の方ばかり見ていた。
Then I was a bit startled to see Hubbard Squash suddenly get up and start walking slowly toward them.	すると、うらなり君が突然（とつぜん）おれの隣（となり）から、立ち上がって、そろそろ女の方へ歩き出したんで、少し驚いた。
I wondered if she was not the Madonna.	マドンナじゃないかと思った。
The three were courtesying in front of the ticket window,	三人は切符所の前で軽く挨拶している。
some distance away from me, and I could not hear what they were talking about.	遠いから何を云ってるのか分らない。
The clock at the station showed the next train to start in five minutes.	停車場の時計を見るともう五分で発車だ。
Having lost my partner, I became impatient and longed for the train to start as soon as possible, when a fellow rushed into the station excited.	早く汽車がくればいいがなと、話し相手が居なくなったので待ち遠しく思っていると、また一人あわてて場内へ馳（か）け込（こ）んで来たものがある。
It was Red Shirt.	見れば赤シャツだ。
He had on some fluffy clothes, loosely tied round with a silk-crepe girdle, and wound to it the same old gold chain.	何だかべらべら然たる着物へ縮緬（ちりめん）の帯をだらしなく巻き付けて、例の通り金鎖（きんぐさ）りをぶらつかしている。
That gold chain is stuffed.	あの金鎖りは贋物（にせもの）である。
Red Shirt thinks nobody knows it and is making a big show of it, but I have been wise.	赤シャツは誰（だれ）も知るまいと思って、見せびらかしているが、おれはちゃんと知ってる。
Red Shirt stopped short, stared around, and then after bowing politely to the three still in front of the ticket window, made a remark or two, and hastily turned toward me.	赤シャツは馳け込んだなり、何かきょろきょろしていたが、切符売下所（うりさげじょ）の前に話している三人へ慇懃（いんぎん）にお辞儀（じぎ）をして、何か二こと、三こと、云ったと思ったら、急にこっちへ向いて、
He came up to me, walking in his usual cat's style, and hallooed.	例のごとく猫足（ねこあし）にあるいて来て、
"You too going to bath?	や君も湯ですか、
I was afraid of missing the train and hurried up, but we have three or four minutes yet.	僕は乗り後れやしないかと思って心配して急いで来たら、まだ三四分ある。
Wonder if that clock is right?"	あの時計はたしかかしらん
