FATTY COON AT HOME	ふとっちょあらいぐまの家
As Fatty passed a small, low building he noticed a delicious smell.	5 丈の低い、小さな建物のそばを通りかかったところで、ふとっちょはおいしそうなにおいに気がつき、
And he stopped right there.	ぴたりと足を止めました。
He had gone far enough.	彼はじゅうぶんすぎるほど弱りきっていました。
The door was open a little way.	建物のとびらがほんの少し開いていました。
And after one quick look all around	辺りをすばやく一べつしたのち
--to make sure there was nobody to see him	――確かにだれもいないようにふとっちょは思いました
--Fatty slipped inside.	――中にすべり込みました。
It was almost dark inside Farmer Green's smokehouse	6 農夫のグリーンのくんせい小屋の中は
--for that was what the small, low building was called.	――この丈の低い、小さな建物は、そう呼ばれていました
It was almost dark;	――ほとんど真っ暗でした。
but Fatty could see just as well as you and I can see in the daytime.	ですがふとっちょは、わたしやみなさんが昼なかに見るのと同じくらいに、真っ暗がりがよく見えました。
There was a long row of hams hung up in a line.	そこにはハムがきちんと長い一列にならべられて、ずらりとぶら下がっていました。
Underneath them were white ashes,	その足もとの地面には白い灰がありました。
where Farmer Green had built wood fires, to smoke the hams.	農夫のグリーンがハムをいぶすのに火をおこしたあとでした。
But the fires were out, now;	ですが今は火は消えており、
and Fatty was in no danger of being burned.	ふとっちょがやけどをする心配はありませんでした。
The hams were what Fatty Coon had smelled.	7 ふとっちょあらいぐまは、前にもハムのにおいをかいだことがありました。
And the hams were what Fatty intended to eat.	ハムはふとっちょがいつか食べてやろうと考えていたものでした。
He decided that he would eat them all	彼は、ここにあるハムを全部たいらげてやろうと決心しました
--though of course he could never have done that	――もちろん、そんなことは絶対にできっこありません
--at least, not in one night;	――少なくとも、一晩では無理です。
nor in a week, either.	一週間でもだめです。
But when it came to eating, Fatty's courage never failed him.	けれども食べるときがくれば、ふとっちょは決してひるまないのです。
He would have tried to eat an elephant, if he had had the chance.	もしもそんな機会があれば、彼はゾウだって食べようとするでしょう。
Fatty did not stop to look long at that row of hams.	8 ふとっちょはハムの列をながめて立ちつくしていたりしませんでした。
He climbed a post that ran up the side of the house and he crept out along the pole from which the hams were hung.	小屋のすみの柱をかけ上り、ハムをつるした横棒をつたっていきました。
He stopped at the very first ham he came to.	9 一番こちらがわにあるハムのところにたどり着くと、ふとっちょは立ち止まりました。
There was no sense in going any further.	これ以上考えることなんてありません。
And Fatty dropped on top of the ham and in a twinkling he had torn off a big, delicious mouthful.	ハムの上に下り立つと、またたく間においしいひと口を大きく噛みちぎりました。
Fatty could not eat fast enough.	10 ふとっちょは満足にしっかりと食べることができませんでした。
He wished he had two mouths	ふた口目を食べたかったのですが
--he was so hungry.	――とてもお腹がすいていましたので。
But he did very well, with only ONE.	けれどもしっかりと食べられたのは、たったのひと口だけでした。
In no time at all he had made a great hole in the ham.	彼はハムにたちまちのうちに大穴をあけました。
And he had no idea of stopping.	食べるのを止めようなんて考えてはいませんでした。
But he did stop.	けれど止めました。
He stopped very suddenly.	ひどく唐突に止めました。
For the first thing he knew, something threw him right down upon the floor.	はじめ彼が思ったのは、なにかに床に投げ落とされたということでした。
And the ham fell on top of him and nearly knocked him senseless.	それから、ハムが彼のお腹の上に落ちてきたので、あやうく失神しかけました。
He choked and spluttered;	11 ふとっちょはむせてせき込みました。
for the ashes filled his mouth and his eyes, and his ears, too.	灰が口や目や耳にまでいっぱい入ってしまったのです。
For a moment he lay there on his back;	しばらくの間、彼はあお向けにひっくり返っていました。
but soon he managed to kick the heavy ham off his stomach and then he felt a little better.	しかしすぐさまお腹の上の重たいハムをなんとか蹴りのけ、少し正気を取りもどしました。
But he was terribly frightened.	けれども、彼はひどくおびえていました。
And though his eyes smarted so he could hardly see, he sprang up and found the doorway.	目がずきずきと痛んでよく見えなかったというのに、飛び起きてとびらを見つけ、かけ抜けました。
Fatty swallowed a whole mouthful of ashes as he dashed across the barnyard.	12 内庭をいちもくさんにかけ抜ける間に、ふとっちょは口一杯に灰を吸い込んでしまいました。
