STORY OF THE DOOR	ドアにまつわる話
The first was a will, drawn in the same eccentric terms as the one which he had returned six months before,	一通は遺言で、そこには６ヶ月前に本人に突っ返したのと同じく突拍子もないことが書かれていた。
to serve as a testament in case of death and as a deed of gift in case of disappearance; but, in place of the name of Edward Hyde, the lawyer, with indescribable amazement, read the name of Gabriel John Utterson.	死亡時は遺言に、失踪時には譲渡証書になるようになっていて、ただエドワード・ハイドの名前に代わりに、弁護士の、おどろくべきことだが、ガブリエル・ジョン・アターソンという名前が記されていた。
He looked at Poole, and then back at the paper,	弁護士はプールの方をみたが、それから再び書類に目を落とした。
and last of all at the dead malefactor stretched upon the carpet.	そして最後には、じゅうたんの上に横たわっている死んだ殺人者を見た。
"My head goes round,"	「頭が混乱してしまう」
he said.	と弁護士はいった。
"He has been all these days in possession;	「ここ最近は、この書類はすべてやつが持ってたんだ。
he had no cause to like me;	やつが私を気に入るわけがない。
he must have raged to seehimself displaced;	自分の名前が書き換えられているのをみて、怒り心頭に発しただろう。
and he has not destroyed this document."	だけどこの書類を破り捨てはしなかった」
He caught up the next paper; it was a brief note in the doctor's hand and dated at the top.	次にとりかかると、それは博士の手による短い手紙で、日付が一番上に書かれていた。
"O Poole!"	「あぁ、プール！」
the lawyer cried,	弁護士は叫んだ。
"he was alive and here this day.	「博士はここで今日まで生きてたんだ。
He cannot have been disposed of in so short a space, he must be still alive, he must have fled!	こんなに短いあいだに殺されてしまうわけがない、まだ生きてるに違いない、逃げ出したんだ！
And then, why fled?	でも、どうして逃げ出したんだ？
and how?	それにどうやって？
and in that case, can we venture to declare this suicide?	そうだとすれば、この自殺を公表してもよいものだろうか？
Oh, we must be careful.	あぁ、注意深くやらなければいけないな。
I foresee that we may yet involve your master in some dire catastrophe."	私はこの先、おまえの主人をやっかいなことに巻き込まないようにしないと」
"Why don't you read it,	「どうしてそれを読まないんですか？
sir?"	アターソンさま」
asked Poole.	プールは尋ねた。
"Because I fear,"	「怖いんだよ」
replied the lawyer solemnly.	弁護士は真面目な顔をして答えた。
" God grant I have no cause for it!"	「どうか怖がるようなものでなければいいんだが！」
And with that he brought the paper to his eyes and read as follows:	そしてその手紙をとりあげ、読んだ。
"MY DEAR UTTERSON,	「親愛なるアターソン、
-- When this shall fall into your hands, I shall have disappeared,	この手紙が君の手にわたるころには、私は姿を消していることでしょう。
under what circumstances I have not the penetration to foresee,	どんな状況のもとでいなくなるかまではわかりません。
but my instinct and all the circumstances of my nameless situation tell me that the end is sure and must be early.	ただ直感で、それから現在置かれているなんともいいようがない状況から、終わりがすぐそこにあり、必ずやってくることはわかっています。
Go then, and first read the narrative which Lanyon warned me he was to place in your hands;	ラニョンが君に託した手紙をまず読んでください。
and if you care to hear more, turn to the confession of	もっと詳細が知りたければ、私の告白を読んでいただければと思います。
Your unworthy and unhappy friend,	君にはふさわしくない不幸な友より
HENRY JEKYLL."	ヘンリー・ジキル」
"There was a third enclosure?"	「３つ目もあったな」
asked Utterson.	アターソンは尋ねた。
"Here, sir,"	「えぇ、これです」
said Poole,	プールは答えた。
and gave into his hands a considerable packet sealed in several places.	そしてアターソンに、何ヶ所も封がされている厚い封書を手渡した。
