A DOG OF FLANDERS	フランダースの犬
For a few brief moments the light illumined the divine visions that had been denied to him so long --light clear and sweet and strong as though it streamed from the throne of Heaven.	ほんのしばらくの間、光がーーまるで天国の玉座から流れ出してきたかのように、明るく、甘く、強い光がーーあんなにも長い間ネロが見ることができなかった神聖な光景を照らしだしました。
Then suddenly it passed away;	突然、光は消えてしまいました。
once more a great darkness covered the face of Christ.	再び、暗闇がキリストの顔を覆いました。
The arms of the boy drew close again the body of the dog.	再び少年は両腕で犬の体をだきしめました。
"We shall see His face--/there/,"	「ぼくたち、もうじきイエスさまに会えるんだよ−あそこで」
he murmured;	とネロはつぶやきました。
"and He will not part us, I think."	「イエスさまは、ぼくたちを離ればなれになさりはしない、と思うんだ。」
On the morrow, by the chancel of the cathedral, the people of Antwerp found them both.	翌朝、教会の大聖堂の聖壇のそばで、アントワープの人々は、二人を見つけました。
They were both dead;	彼らは、どちらも死んでいました。
the cold of the night had frozen into stillness alike the young life and the old.	夜の寒さは、若い命も、年老いた命も等しく、凍え死なせたのでした。
When the Christmas morning broke and the priests came to the temple, they saw them lying thus on the stones together.	クリスマスの朝があけて、司祭たちが教会にやってきた時、ネロとパトラッシュが一緒に石の上に横たわっているのを発見したのです。
Above, the veils were drawn back from the great visions of Rubens, and the fresh rays of the sunrise touched the thorn-crowned head of the Christ.	二人の上では、おおいがルーベンスのすばらしい名画からはずされ、朝日の新鮮な光がいばらの冠をかぶったキリストの頭を照らしていました。
As the day grew on there came an old, hard-featured man who wept as women weep.	日が高くなると、年老いた、険しい顔つきの男が、女のように泣きながらやってきました。
"I was cruel to the lad,"	「おれは、この子にひどくつらくあたってきた。」
he muttered;	彼はつぶやきました。
"and now I would have made amends,	「やっと今、償いをするはずだったのに。
--yea, to the half of my substance,--and he should have been to me as a son."	そうだ、財産の半分をやって、将来は、おれの息子になってたはずだったのに。」
There came also, as the day grew apace, a painter who had fame in the world,	さらに日が高くなると、世界的に有名な画家もやってきました。
and who was liberal of hand and of spirit.	その画家は、物惜しみをしない、度量の大きな人物でした。
"I seek one who should have had the prize yesterday had worth won,"	「わしは、昨日賞を当然得るべきだった少年を捜しておるんじゃ。
he said to the people	その子は、まれに見る将来有望な天才なんじゃよ。」
--"a boy of rare promise and genius.	とみんなに言いました。
An old wood-cutter on a fallen tree at eventide--that was all his theme;	「たそがれ時に倒れた木に腰かけている、年をとったきこり−ーその子の絵は、ただそれを描いただけのものじゃった。
but there was greatness for the future in it.	けれども、その絵には将来の偉大さが隠されておった。
I would fain find him, and take him with me and teach him art."	何とかその子を見つけ出して、連れて帰って芸術をしこんでやりたいものじゃ。」
