A DOG OF FLANDERS	フランダースの犬
"If it should win!	「コンクールに優勝することができれば！
They will be sorry then, perhaps."	そのときは、みな、きっとすまなかったと思うに違いない。」
Still, to a boy not quite sixteen, and who had dwelt in one little world all his short life, and in his childhood had been caressed and applauded on all sides, it was a hard trial to have the whole of that little world turn against him for naught.	それでも、ずっとこの村で育ってきて、子どもの頃は、皆から甘やかされ、ほめらてきたまだ年端もいかない少年にとって、無実の罪のために、この小さな村で、村八分の目にあうことは、大変つらいことでした。
Especially hard in that bleak, snow-bound, famine-stricken winter-time,	寒々とした、雪に閉ざされた、食べるものも十分にない冬の季節には、とりわけこたえました。
when the only light and warmth there could be found abode beside the village hearths and in the kindly greetings of neighbours.	というのは、この季節には、唯一の光と暖かさといえば、村の家々の暖炉のそばと、隣近所の人との優しい挨拶しかなかったからです。
In the winter-time all drew nearer to each other, all to all,	冬の間は、みんな互いに身を寄せ合いました。
except to Nello and Patrasche,	ネロとパトラッシュだけが別でした。
with whom none now would have anything to do,	もうだれも二人にかまってくれません。
and who were left to fare as they might with the old paralyzed, bedridden man in the little cabin,	それなのに、二人は体の不自由な寝たきりの老人と一緒に暮らしていかなければなりませんでした。
whose fire was often low, and whose board was often without bread;	そして、暖炉にくべる薪も十分にはなく、食べるパンがないこともたびたびでした。
for there was a buyer from Antwerp who had taken to drive his mule in of a day for the milk of the various dairies,	というのは、ある買い手がアントワープかららばを引いてやってきて、いろいろな農家からミルクを買いにやってきたのです。
and there were only three or four of the people who had refused his terms of purchase and remained faithful to the little green cart.	それで、その買い手の条件を拒んで緑の荷車を裏切らないでいてくれた家は、３、４軒くらいになってしまったのです。
So that the burden which Patrasche drew had become very light, and the centime pieces in Nello's pouch had become, alas! very small likewise.	パトラッシュが引く荷車は、とても軽くなり、ネロの財布の中の小銭も、同じように、とても少なくなりました。
The dog would stop, as usual, at all the familiar gates which were now closed to him,	いつも通り、パトラッシュはよく知っている家の前で止まりますが、今や扉は閉ざされたままです。
and look up at them with wistful, mute appeal;	パトラッシュは、物欲しそうに、彼らを見上げて、無言で訴えます。
and it cost the neighbours a pang to shut their doors and their hearts, and let Patrasche draw his cart on again, empty.	村人たちにとっても、扉を閉ざすだけでなく、心まで閉ざして、パトラッシュに荷車を空のままで引かせるのは、つらいことでした。
