Aesop's Fables	タウンゼント版イソップ寓話集
"I do not heed your threats;	「僕は、お前など何とも思っちゃいない。
I only care for him who sits above you, and who quickens my pace with his whip,	僕が言うことを聞くのは、鞭ふるって僕を速めたり、手綱で御したりする方だけだよ。
or holds me back with the reins.	そう、お前の上に座っている方さ。
Away, therefore, with your insolence,	だから、下らぬことを言ってないで、とっとと、いっちまいな。
for I know well when to go fast, and when to go slow."	速くしなければならぬ時も、遅くしなければならぬ時も、僕はよく心得ているのだからね」
The Fishermen	２１９．漁師たち
SOME FISHERMEN were out trawling their nets.	網を曳きあげていた漁師たちは、
Perceiving them to be very heavy, they danced about for joy and supposed that they had taken a large catch.	それがとても重かったので、大漁だと思い、喜び勇んで踊り廻った。
When they had dragged the nets to the shore they found but few fish:	ところが、網を浜辺まで曳きあげてみると、魚はほとんどかかっておらず、
the nets were full of sand and stones,	砂や石だらけだった。
and the men were beyond measure cast down so much at the disappointment which had befallen them, but because they had formed such very different expectations.	猟師たちは思わぬことに、意気消沈して落胆した。
One of their company, an old man, said,	すると年老いた漁師がこう言った。
"Let us cease lamenting, my mates,	「おい、みんな、もう嘆くのは止めにしよう。
for, as it seems to me, sorrow is always the twin sister of joy;	悲しみは喜びの双子の姉妹なんだよ。
and it was only to be looked for that we, who just now were over-rejoiced, should next have something to make us sad."	あれだけ喜んだのだから、後は悲しみを待つばかりだったのだよ」
The Lion and the Three Bulls	２２０．ライオンと三頭の牡ウシ
THREE BULLS for a long time pastured together.	三頭の牡ウシが、牧草地で仲良く暮らしていた。
A Lion lay in ambush in the hope of making them his prey, but was afraid to attack them while they kept together.	ライオンは、牡ウシたちを餌食にしようと待ちかまえていたが、三頭一緒では、如何なライオンでも二の足を踏んだ。
Having at last by guileful speeches succeeded in separating them,	そこで、ライオンは狡猾な言を労して、ついに三頭を引き離すことに成功した。
he attacked them without fear as they fed alone,	ライオンは、牡ウシが、一頭ずつばらばらに草を食んでいるところを、苦もなく襲いかかった。
and feasted on them one by one at his own leisure.	そして、自分の好きな時に一頭一頭食味した。
Union is strength.	団結は力
The Fowler and the Viper	２２１．鳥刺しとマムシ
A FOWLER, taking his bird-lime and his twigs, went out to catch birds.	鳥刺しが、鳥もちと竿を持って、鳥を捕まえに出掛けた。
Seeing a thrush sitting upon a tree, he wished to take it, and fitting his twigs to a proper length, watched intently, having his whole thoughts directed towards the sky.	彼は、ツグミが木にとまっているのを見つけると、竿を適当な長さに調節して、じいっと見つめた。
While thus looking upwards, he unknowingly trod upon a Viper asleep just before his feet.	こうして、彼は木の上を見ていたので、すぐ足下で寝ていたマムシに気づかずに踏みつけてしまった。
The Viper, turning about, stung him,	マムシは向き直ると彼に噛みついた。
and falling into a swoon, the man said to himself,	彼は息絶えようとする時にこう言った。
"Woe is me!	「ああ、なんてことだ！
that while I purposed to hunt another, I am myself fallen unawares into the snares of death."	獲物を捕ろうとして、自分が死に捕まるとは････」
The Horse and the Ass	２２２．ウマとロバ
A HORSE, proud of his fine trappings, met an Ass on the highway.	自分の素敵な馬具を鼻にかけていたウマが、馬車道でロバに出合った。
The Ass, being heavily laden, moved slowly out of the way.	ロバは重荷を積んでいたので、よけるのがのろかった。
"Hardly,"	するとウマがこう言った。
said the Horse,	「本当なら貴様を蹴っ飛ばしてやるところだがな」
The Ass held his peace, and made only a silent appeal to the justice of the gods.	ロバは黙したまま、神の公正な裁決が下されることを只々祈った。
Not long afterwards the Horse, having become broken-winded, was sent by his owner to the farm.	それからすぐに、ウマは肺を患い、農場へと送られた。
The Ass, seeing him drawing a dungcart, thus derided him:	そして、肥桶車を曳かされることになった。
"Where, O boaster, are now all thy gay trappings,	「ああ、これはこれは、いつぞやの高慢チキ様ではありませんか。
thou who are thyself reduced to the condition you so lately treated with contempt?'	あのときの派手な衣装はどうなさいました？
The Fox and the Mask	２２３．キツネとお面
A FOX entered the house of an actor and, rummaging through all his properties, came upon a Mask, an admirable imitation of a human head.	キツネが役者の家へ入り込んで、役者の持ち物を片っ端から引っかき回していると、人間の顔を見事に模造したお面があった。
He placed his paws on it and said,	キツネはそのお面を手に取るとこう言った。
"What a beautiful head!	「なんて素晴らしい顔なんだろう。
