TALES OF TROY: ULYSSES THE SACKER OF CITIES	トロイア物語：都市の略奪者ユリシーズ
They all leaped up, but when Ulysses took the Luck of Troy from within his mantle, they cried that this was the bravest deed that had been done in the war,	みんなはぱっと立ち上がったが、ユリシーズが外套からトロイアの幸運の宝を取り出すと、これはこの戦争で最も勇敢な行いだと叫んだ。
and they sacrificed ten oxen to Zeus.	それからゼウスに十頭の牡牛を犠に捧げた。
"So you were the old beggar,"	「じゃあ、貴殿が年寄りの乞食だったのだ。」
said young Thrasymedes.	と若いトラシュメーデースが言った。
"Yes,"	「そうだ。」
said Ulysses,	とユリシーズは言った。
"and when next you beat a beggar, Thrasymedes, do not strike so hard and so long."	「それで次にそなたが乞食を打つときは、あんまり強く、あんまり長く叩かぬようにな。」
That night all the Greeks were full of hope,	その夜、ギリシア軍はみんな希望に満ちていた。
for now they had the Luck of Troy,	というのは、今ではトロイアの幸運の宝は彼らのものだったからだ。
but the Trojans were in despair, and guessed that the beggar was the thief, and that Ulysses had been the beggar.	一方トロイア軍は落胆し、乞食が盗人で、ユリシーズが乞食だったのかと思い当たっていた。
The priestess, Theano, could tell them nothing;	あの女司祭テアーノーは何も語らなかった。
they found her, with the extinguished torch drooping in her hand, asleep, as she sat on the step of the altar, and she never woke again.	みんなは手から消えた松明をだらりと下げ、祭壇の階段に座り込んで眠っている彼女を見つけたが、彼女は二度と目覚めなかった。
THE BATTLES WITH THE AMAZONS AND MEMNON--THE DEATH OF ACHILLES	アマゾーン族やメムノーンとの戦い--アキレウスの死
Ulysses thought much and often of Helen,	ユリシーズはヘレネーのことをたいしたものだと、しばしば思い起こした。
without whose kindness he could not have saved the Greeks by stealing the Luck of Troy.	ヘレネーが親切にしてくれなかったら、ユリシーズはトロイアの幸運の宝を盗み出して、ギリシア軍を救うことはできなかった。
He saw that, though she remained as beautiful as when the princes all sought her hand, she was most unhappy, knowing herself to be the cause of so much misery, and fearing what the future might bring.	ヘレネーは王候たちが求婚した頃とかわらず美しいけれど、自分が多くの悲惨なことの原因だと知り、また将来何が起きるかと恐れて、非常に不幸だということが、ユリシーズにはわかった。
Ulysses told nobody about the secret which she had let fall, the coming of the Amazons.	アマゾーン族が来るという、ヘレネーがうっかり洩らした秘密のことは、ユリシーズは誰にも言わなかった。
The Amazons were a race of warlike maids, who lived far away on the banks of the river Thermodon.	アマゾーン族は好戦的な女の種族で、テルモードーン河の岸のはるかかなたに住んでいた。
They had fought against Troy in former times, and one of the great hill-graves on the plain of Troycovered the ashes of an Amazon, swift-footed Myrine.	以前はトロイアと戦ったこともあり、トロイアの平原の大きな墳丘のひとつはアマゾーンの速足のミュリネーの遺灰をおおっているのだ。
People believed that they were the daughters of the God of War, and they were reckoned equal in battle to the bravest men.	アマゾーン族は戦争の神の娘たちだと信じられていたし、戦闘では最も勇敢な男に等しいと考えられていた。
Their young Queen, Penthesilea, had two reasons for coming to fight at Troy:	その若い女王ペンテシレイアには、トロイアに戦いに来る理由が二つあった。
one was her ambition to win renown, and the other her sleepless sorrow for having accidentally killed her sister, Hippolyte, when hunting.	ひとつは名声を勝ち得たいという野心であり、もうひとつは狩で誤って妹ヒッポリュテーを殺したことで、眠れない程哀しんでいたためなのだ。
The spear which she threw at a stag struck Hippolyte and slew her,	ペンテシレイアが牡鹿めがけて投げた槍はヒッポリュテーにあたり、殺してしまった。
and Penthesilea cared no longer for her own life, and desired to fall gloriously in battle.	それでペンテシレイアはもう自分の生活にかまわず、戦いで華々しく倒れることを望んでいた。
So Penthesilea and her bodyguard of twelve Amazons set forth from the wide streams of Thermodon, and rode into Troy.	そこでペンテシレイアと護衛の十二人のアマゾーンはテルモードーンの広い流れから出発し、トロイアへと馬で乗り込んだのだ。
