The Great Gatsby	グレイト・ギャツビー
“It seems that pretty soon the earth’s going to fall into the sun――	「そのうち地球はそのうち太陽に飲みこまれて――
or wait a minute――	いや、ちょっと待て――
it’s just the opposite――	反対だ――
the sun’s getting colder every year.	太陽は年々冷たくなってるんだ」
“Come outside,”	それからギャツビーに向かって提案する。
he suggested to Gatsby,	「外においでになりませんか、
“I’d like you to have a look at the place.”	見ていただきたいところがありまして」
I went with them out to the veranda.	ぼくはかれらと一緒にベランダに出た。
On the green Sound, stagnant in the heat, one small sail crawled slowly toward the fresher sea.	熱気に凪いだ緑色の海峡を、小さな手漕船が1艘、風を求めて海へと向かい、ゆっくりと進んでいく。
Gatsby’s eyes followed it momentarily;	ギャツビーはちょっとの間それを目で追い、
he raised his hand and pointed across the bay.	やがて、片手をあげて湾の向こうを指し示した。
“I’m right across from you.”	「私はあなたがたのちょうど真向かいに住んでおります」
“So you are.”	「そうなりますね」
Our eyes lifted over the rose-beds and the hot lawn and the weedy refuse of the dog-days along-shore.	ぼくらはバラの花壇から熱のこもった芝生へ、そこからさらに海岸沿いに並ぶ、真夏の草深いごみ捨て場へと視線を走らせた。
Slowly the white wings of the boat moved against the blue cool limit of the sky.	ゆっくりと、ボートの白いウイングが青く涼しげな空の最果てに向かい動いていく。
Ahead lay the scalloped ocean and the abounding blessed isles.	その先の波打つ海には祝福された島々とが所狭しと詰めこまれている。
“There’s sport for you,”	「あれはいい運動になりますよ」
said Tom, nodding.	とトムはうなずきながら言った。
“I’d like to be out there with him for about an hour.”	「1時間ほどあいつと外に出てきたいものです」
We had luncheon in the dining-room, darkened too against the heat, and drank down nervous gayety with the cold ale.	ぼくらは、熱気払いに暗くされているダイニング・ルームでランチをとり、どこか神経質な陽気さを振りまきながら、よく冷えたエールを飲み交わした。
“What’ll we do with ourselves this afternoon?”	「今日の午後はわたしたち、どう過ごそう？」
cried Daisy,	とデイジーの悲鳴に近い声。
“and the day after that, and the next thirty years?”	「それから明日も、これからの30年間ずっと」
“Don’t be morbid,”	「よしてよ、鬱っぽいのは」
Jordan said.	とジョーダン。
“Life starts all over again when it gets crisp in the fall.”	「秋になって過ごしやすくなればいつだって新しい日々の再スタートを切れるんだから」
“But it’s so hot,”	「だってこんなに暑いんだもん」
insisted Daisy, on the verge of tears,	といまにも泣き出しそうなようすだ。
“and everything’s so confused.	「それに、何もかもがこんがらがっちゃって。
Let’s all go to town!”	みんなでニューヨークに行こう！」
Her voice struggled on through the heat, beating against it, molding its senselessness into forms.	デイジーの声は暑さと激しく戦いながら、ついにはそれを打ち負かし、無意味な発言を形あるものに変えてみせた。
“I’ve heard of making a garage out of a stable,”	「馬小屋をガレージに仕立てた話は聞いたことがありますが」
Tom was saying to Gatsby,	とトムがギャツビーに言っていた。
“but I’m the first man who ever made a stable out of a garage.”	「ガレージを馬小屋に仕立てたのはぼくが初めてでしょうね」
“Who wants to go to town?”	「ニューヨークに行きたいのはだれ？」
demanded Daisy insistently.	デイジーがなおも言っている。
Gatsby’s eyes floated toward her.	ギャツビーの視線がふとデイジーに向けられた。
“Ah,”	「ああ」
she cried,	デイジーは叫ぶように言った。
“you look so cool.”	「あなた、涼しそうね」
Their eyes met, and they stared together at each other, alone in space.	2人の視線がぶつかり、その場にいるほかの誰をも忘れたかのように、お互いをじっと見つめあう。
