The Time Machine	タイムマシン
he said, after a pause,	「確かに、これはすべてまったく信じがたく思えるでしょう。
To me the one incredible thing is that I am here to-night in this old familiar room looking into your friendly faces and telling you these strange adventures.'	わたしにとっても唯一信じがたいのは、自分が今夜、このなじみ深い部屋にいて、あなたたちの親しい顔を眺め、こうした奇妙な冒険の話をしているということなのです。
He looked at the Medical Man.	かれは医師を見やった。
`No.	「いいえ、
I cannot expect you to believe it.	あなたに信じていただけるとは期待していません。
Take it as a lie	作り話だと思ってください
--or a prophecy.	――あるいは予言だとでも。
Say I dreamed it in the workshop.	作業室で夢を見たのだとでも。
Consider I have been speculating upon the destinies of our race until I have hatched this fiction.	人類の運命について考察するうちに、このフィクションを思いついたのだと思ってください。
Treat my assertion of its truth as a mere stroke of art to enhance its interest.	わたしがこれを真実だと主張するのは、興味深さを増すための技の一つだと思ってください。
And taking it as a story, what do you think of it?'	さて、これがお話だったとして、いかがでしたか？」
He took up his pipe, and began, in his old accustomed manner, to tap with it nervously upon the bars of the grate.	かれはパイプを取ると、あの手慣れた手つきで火床の格子に神経質に軽くたたきつけた。
There was a momentary stillness.	一瞬の静寂があった。
Then chairs began to creak and shoes to scrape upon the carpet.	そして椅子がきしみだし、靴がカーペットの上でこすれだした。
I took my eyes off the Time Traveller's face, and looked round at his audience.	わたしは時間旅行者の顔から目をそらし、観衆のほうを見回した。
They were in the dark, and little spots of colour swam before them.	みんな暗がりの中で、それぞれの前に、小さな色つきの点が泳いでいる。
The Medical Man seemed absorbed in the contemplation of our host.	医師はわがホストについての考察に没頭しているようだ。
The Editor was looking hard at the end of his cigar	編集者は自分の葉巻の先端をじっと見ている
