THE DEAD	死者たち
"he drove with Johnny.	「彼はジョニーと共に行きました。
And everything went on beautifully until Johnny came in sight of King Billy's statue:	そしてジョニーがビリー王の彫像が目に入るところに来るまでは何もかも申し分なく進んだのでしたが。
and whether he fell in love with the horse King Billy sits on or whether he thought he was back again in the mill, anyhow he began to walk round the statue."	彼はビリー王が乗る馬に恋をしたのか、それとも元の製粉所に戻ったと思ったのか、とにかく彼は彫像のまわりを歩き始めました。」
Gabriel paced in a circle round the hall in his goloshes amid the laughter of the others.	ゲイブリエルは他の人たちの笑いの中をガロッシュを着けた足で、円を描いてホールをぐるっと一定歩調で歩いた。
"Round and round he went,"	「彼はぐるぐるぐるぐるとまわり、」
said Gabriel,	ゲイブリエルは言った、
"and the old gentleman, who was a very pompous old gentleman, was highly indignant.	「そして老紳士は、非常に気取った老紳士でしたので、すっかり怒ってしまいました。
'Go on, sir!	『行くんだ、こら！
What do you mean, sir?	何のつもりだ、おい？
Johnny!	ジョニー！
Johnny!	ジョニー！
Most extraordinary conduct!	なんてとっぴなことをするんだ！
Can't understand the horse!"	わからん馬だ！』」
The peal of laughter which followed Gabriel's imitation of the incident was interrupted by a resounding knock at the hall door.	ゲイブリエルのその出来事の模倣に続くとどろくような笑い声は玄関のドアに鳴り響くノックに中断させられた。
Mary Jane ran to open it and let in Freddy Malins.	メアリー・ジェーンが走っていってそれを開け、フレディ・マリンズを通した。
Freddy Malins, with his hat well back on his head and his shoulders humped with cold, was puffing and steaming after his exertions.	フレディ・マリンズは、帽子をぐっと後頭部に載せ、寒さに肩を丸め、奮闘した後なので息を切らし、湯気を立てていた。
"I could only get one cab,"	「馬車は一つしかつかまえられなかった」
he said.	と彼は言った。
"O, we'll find another along the quay,"	「おお、僕たちは河岸の方でもう一つ探すとしましょう」
said Gabriel.	とゲイブリエルが言った。
"Yes,"	「そうね」
said Aunt Kate.	とケイト叔母は言った。
"Better not keep Mrs. Malins standing in the draught."	「マリンズ夫人をすきま風の中に立たせておかないほうがいいわ。」
Mrs. Malins was helped down the front steps by her son and Mr. Browne and, after many manoeuvres, hoisted into the cab.	マリンズ夫人は息子とブラウン氏の手を借りて正面玄関の階段を下り、巧みに巧みに操られて、馬車の中に押し上げられた。
Freddy Malins clambered in after her and spent a long time settling her on the seat, Mr. Browne helping him with advice.	フレディ・マリンズは彼女の後からよじ登り、ブラウン氏の助言を受けながら彼女を席に落ち着かせるのにだいぶ時間を要した。
At last she was settled comfortably and Freddy Malins invited Mr. Browne into the cab.	やっと彼女が快適に座り、フレディ・マリンズはブラウン氏に馬車に乗るように誘った。
There was a good deal of confused talk, and then Mr. Browne got into the cab.	話は散々混乱したあげく、ブラウン氏は馬車に乗り込んだ。
The cabman settled his rug over his knees, and bent down for the address.	御者はひざ掛けをひざに置き、身をかがめて行く先を尋ねた。
The confusion grew greater and the cabman was directed differently by Freddy Malins and Mr. Browne, each of whom had his head out through a window of the cab.	混乱は大きくなり、御者は、それぞれ頭を馬車の窓から出しているフレディ・マリンズとブラウン氏から異なる指図を受けた。
The difficulty was to know where to drop Mr. Browne along the route, and Aunt Kate, Aunt Julia and Mary Jane helped the discussion from the doorstep with cross-directions and contradictions and abundance of laughter.	難しいのは道筋のどこでブラウン氏を降ろすかで、ケイト叔母とジュリア叔母とメアリー・ジェーンは戸口からいろいろ指図したり反対したり大いに笑ったりして議論を助けた。
As for Freddy Malins he was speechless with laughter.	フレディ・マリンズはと言えば笑って口がきけなかった。
He popped his head in and out of the window every moment to the great danger of his hat, and told his mother how the discussion was progressing, till at last Mr. Browne shouted to the bewildered cabman above the din of everybody's laughter:	彼は窓から頭をひょいひょい出し入れしてそのたびに帽子を危険にさらし、母親に議論の進み具合を話していたが、ついにブラウン氏が、皆がやかましく笑うのを上で聞いて当惑している御者に大声で叫んだ。
"Do you know Trinity College?"	「トリニティーカレッジを知っているかね？」
"Yes, sir,"	「はい、だんな」
said the cabman.	と御者は言った。
"Well, drive bang up against Trinity College gates,"	「それでは、トリニティーカレッジの門にどーんと乗りつけてくれ、」
said Mr. Browne,	ブラウン氏は言った、
