The Bolted Door	『閉ざされたドア』
For a time he was content to let himself go on the tranquil current of this existence;	しばらくの間、グラニスも満足して、ここでの毎日の流れにゆったりと身を任せていた。
but although his auditors gave him for the most part an encouraging attention, which, in some, went the length of really brilliant and helpful suggestion, he gradually felt a recurrence of his old doubts.	熱心に話を聞いてくれる人々は励みになったし、なかには非常に聡明で役に立つ助言をしてくれる人もいたが、徐々に、あのおなじみの猜疑心が頭をもたげて来た。
Either his hearers were not sincere, or else they had less power to aid him than they boasted.	もし聞き手が誠実でもなく、自分で言うほど力も持っていなかったら。
His interminable conferences resulted in nothing, and as the benefit of the long rest made itself felt, it produced an increased mental lucidity which rendered inaction more and more unbearable.	延々と続けてきた話し合いもなんにもならず、この長い休養のおかげで、意識はどんどんはっきりしていき、何もしないでいることはますます耐えがたいものになっている。
At length he discovered that on certain days visitors from the outer world were admitted to his retreat;	ある一定の期間が過ぎて、ようやく外の世界からの訪問者が、グラニスの隠遁所を訪れることが認められることになった。
and he wrote out long and logically constructed relations of his crime, and furtively slipped them into the hands of these messengers of hope.	そこで自分の犯行を、長文かつ論理的構成を持った文書にして、人目を忍んで、希望の使者の手に滑り込ませることにしたのだった。
< 35 > This occupation gave him a fresh lease of patience, and he now lived only to watch for the visitors' days,	この仕事を実行するために、グラニスは改めて忍耐を強いられたが、いまや訪問日を待つためにのみ生きていた。
and scan the faces that swept by him like stars seen and lost in the rifts of a hurrying sky.	風に押し流される雲間から見えたり消えたりする星を探すように、目の前を過ぎてゆく訪問者の顔を確かめる。
Mostly, these faces were strange and less intelligent than those of his companions.	ほとんどが見知らぬ人ばかりで、自分の友人に較べて知的な感じがしない。
But they represented his last means of access to the world, a kind of subterranean channel on which he could set his "statements" afloat, like paper boats which the mysterious current might sweep out into the open seas of life.	けれどもそうした人々が、外界と自分を結ぶ最後の手段、紙の小舟を不思議な潮の流れに乗せて、人生という外洋へと押し出すように、自分の「声明」を浮かべる秘密の水路なのだ。
One day, however, his attention was arrested	ある日、グラニスの注意を引くものがあった。
by a familiar contour, a pair of bright prominent eyes, and a chin insufficiently shaved.	見慣れた輪郭、明るい飛び出した目と、剃り残しの目立つあご。
He sprang up and stood in the path of Peter McCarren.	飛び出して、ピーター・マッカランの行く手を遮る。
